PG.ProteinGroups,PG.Genes,[1] Day0_1.raw.PG.Quantity,[2] Day0_2.raw.PG.Quantity,[3] Day0_3.raw.PG.Quantity,[4] Day0_4.raw.PG.Quantity,[5] Day0_5.raw.PG.Quantity,[6] Day0_6.raw.PG.Quantity,[7] Day28_1.raw.PG.Quantity,[8] Day28_2.raw.PG.Quantity,[9] Day28_3.raw.PG.Quantity,[10] Day28_4.raw.PG.Quantity,[11] Day28_5.raw.PG.Quantity,[12] Day28_6.raw.PG.Quantity,[13] Day03_1.raw.PG.Quantity,[14] Day03_2.raw.PG.Quantity,[15] Day03_3.raw.PG.Quantity,[16] Day03_4.raw.PG.Quantity,[17] Day03_5.raw.PG.Quantity,[18] Day03_6.raw.PG.Quantity,[19] Day07_1.raw.PG.Quantity,[20] Day07_2.raw.PG.Quantity,[21] Day07_3.raw.PG.Quantity,[22] Day07_4.raw.PG.Quantity,[23] Day07_5.raw.PG.Quantity,[24] Day07_6.raw.PG.Quantity,[25] Day10_1.raw.PG.Quantity,[26] Day10_2.raw.PG.Quantity,[27] Day10_3.raw.PG.Quantity,[28] Day10_4.raw.PG.Quantity,[29] Day10_5.raw.PG.Quantity,[30] Day10_6.raw.PG.Quantity,[31] Day14_1.raw.PG.Quantity,[32] Day14_2.raw.PG.Quantity,[33] Day14_3.raw.PG.Quantity,[34] Day14_4.raw.PG.Quantity,[35] Day14_5.raw.PG.Quantity,[36] Day14_6.raw.PG.Quantity,[37] Day21_1.raw.PG.Quantity,[38] Day21_2.raw.PG.Quantity,[39] Day21_3.raw.PG.Quantity,[40] Day21_4.raw.PG.Quantity,[41] Day21_5.raw.PG.Quantity,[42] Day21_6.raw.PG.Quantity
Q12979,ABR,27729.2793,29556.16016,24787.24805,31786.9375,25454.62109,19765.86133,159888.1094,162062.4844,155722.6563,179313.8594,170287.9531,173240.0625,90007.52344,92233.83594,88198.72656,93507.55469,103959.7656,105354.625,78273.1875,94624.99219,97233.25,91790.8125,92149.92188,96303.33594,110530.1406,119756.2031,112267.1406,126044.3281,101368.1641,109822.1953,143599.7344,145252.1094,146117.8906,149015.5,155560.0156,155830.1875,153379.1875,156876.1719,152456.1406,152841.8438,151263.6563,138826.4219
Q12981,BNIP1,30166.1875,20125.99023,15587.23145,19015.85742,22042.72852,17264.18945,27365.85742,26299.84375,12719.96484,19917.88281,23493.85547,23390.58398,25623.05273,22186.23828,21974.38867,18909.75781,29497.18555,24261.58203,33918.57813,31734.99414,32140.98633,34474.60547,32690.53516,29966.54883,29689.67969,22473.75195,21249.16406,21719.09766,21634.23242,24744.40625,21365.58398,19588.25586,19663.11133,21213.52539,19252.46289,18272.26953,22799.84766,23413.84375,23264.16992,18283.38867,20613.24609,24326.89453
Q12986,NFX1,10865.34473,8549.511719,9421.901367,8556.958984,7630.643555,9045.257813,9861.350586,10220.32813,9967.933594,7675.47168,7756.988281,6781.826172,7008.089355,5552.463867,3042.424316,5233.118164,6277.508789,4072.253174,5488.358398,7725.86377,6677.70752,7549.157227,8092.784668,7581.140137,9667.432617,8442.865234,7857.567871,7685.165039,8847.90625,7678.42041,8657.969727,8671.876953,9462.248047,8673.696289,9215.0625,8911.419922,6826.533203,8926.339844,8286.875977,8638.083008,8443.412109,8342.21875
Q12996,CSTF3,96313.63281,84294.875,81296.72656,101616.9766,81779.17969,83601.42188,19856.66406,19199.10156,21399.84375,17939.65039,21098.42188,19761.60352,91410.76563,89917.5625,94901.32813,100823.8516,108116.8203,90186.25781,43804.57422,40510.45313,43687.80078,40564.29297,40425.82422,39978.02734,31324.80078,33803.73047,34952.48438,34797.61719,40546.77344,34072.62891,28343.25195,27615.32422,27555.90039,24967.57422,27314.44922,27842.61328,22845.73438,25195.88477,22764.01367,20333.17383,23967.68945,23347.2168
Q13003,GRIK3,NaN,NaN,NaN,744.6953735,NaN,NaN,2701.092529,NaN,NaN,2301.314453,1667.655518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2534.23877,NaN,NaN,1720.464966,1987.312378,2074.365234,NaN,NaN,2789.141846,NaN,4859.071777,5012.522461,2971.120361,3253.67749,NaN,2158.569092,2898.451172,NaN,6027.120117,3085.439453
Q13009,TIAM1,11057.2793,6964.335449,8055.355957,11407.87207,7143.649414,7535.000977,8914.474609,10442.82227,11212.81348,11903.78906,10742.75391,13152.39355,8078.049316,7022.577637,5105.208008,6053.677246,9078.851563,4467.868164,6911.077637,5233.102051,5167.157715,6566.338379,6778.570801,5909.448242,10783.53711,10804.83105,10384.14258,10218.06152,9737.194336,10736.02734,9997.453125,10718.11133,6256.173828,9065.914063,9136.461914,8769.699219,9228.203125,8246.491211,6784.647461,8375.319336,9318.355469,8890.726563
Q13011,ECH1,259261.4688,200082,227852.1406,214149.7969,251386.0625,226299.2344,337145.8438,331443.5,348037.6875,314768.375,331941.5,332263.4688,149557.3594,150099.9844,179622.125,182376.7813,195319.2188,190733.2188,144186.9531,174218.9844,205750.3125,191090.1875,196704.3906,187195.5313,264302.25,280120.4688,277017.0938,260647.7813,271308.6563,255354.8906,316458.5625,320335.0313,324734.4063,327654.75,343222.5,344056.8438,308502.5313,295330.0625,325323.2813,310129.9688,305911.8438,312983.6563
Q13015,MLLT11,22261.94922,3381.133057,10483.35547,5450.634766,10568.39844,5280.068359,11553.08008,NaN,30652.25977,22703.58594,15817.19238,25008.89844,6877.226074,15299.92285,6565.688477,3059.912109,15821.61133,5843.04834,6146.458008,48784.4375,16158.2041,NaN,10784.29492,53683.78125,22076.95703,32189.33984,12231.16504,16464.77344,7145.760742,24210.07031,11258.61914,11490.24609,10224.48145,18355.32813,11702.30273,NaN,6628.952148,NaN,16639.88867,32109.39844,7715.803223,7806.538574
Q13023,AKAP6,1459.373291,1711.671021,1849.349121,1421.087402,3868.199707,1567.411133,10187.40918,7939.520508,8124.900391,41632.19922,43753.10547,35785.04688,1083.381104,1607.628418,922.5844727,1579.291626,1401.581543,1640.850342,4556.811035,2589.025391,4014.556885,4885.898926,5240.941406,3794.101563,4038.263428,3325.2229,3142.259277,18318.41797,3079.608398,3867.196289,5374.018555,4250.717285,15881.71289,17218.71289,9585.726563,2959.639648,24800.46484,6040.158203,4738.459961,25429.77148,6905.751953,29909.22656
Q13029,PRDM2,3398.49707,2352.445313,18012.52148,3806.341064,14722.21777,2717.336182,6452.897949,18230.14453,5959.409668,5286.141113,4254.41748,6758.033203,15522.12305,14902.99902,9677.467773,14523.50488,14913.05078,9599.243164,12296.5957,14026.21875,11728.05859,12594.6582,12526.15234,14923.79297,9176.467773,6048.431641,7794.617188,6854.418945,9096.581055,6220.000488,10721.07715,4522.000488,7437.269043,6014.20166,6583.802734,5499.001953,7590.480469,8353.577148,4659.378906,7093.364258,7924.177246,3805.273438
Q13033,STRN3,50605.61328,46862.64453,48530.47266,52591.44531,49820.4375,50665.39844,71794.11719,78631.21875,74280.77344,79829.97656,82392.75781,75217.53906,65142.21484,64846.96094,67698.58594,66118.16406,70722.54688,70678.30469,76181.21875,69222.92969,67478.96094,71128.5,66911.03906,71148.5,63004.33594,67573.58594,67830.9375,64690.52734,68119.33594,63694.00781,70206.375,72122.92188,76882.29688,72987.51563,71951.76563,74052.63281,69197.89844,71966.08594,75044.92969,69376.65625,71901.63281,73196.9375
Q13042,CDC16,47930.65234,39056.48828,39474.52344,40964.12891,38562.10547,40341.53516,16801.62891,15722.65332,21303.28516,17937.88672,16991.00781,16529.61133,34885.45313,29956.32031,35006.55859,32421.29102,29170.52539,37430.21875,20856.01953,17912.69727,19260.89453,18188.18359,17556.33984,20488.54297,20277.63477,19439.13281,20585.73828,18204.78125,15890.79297,17610.80078,16095.42871,16694.89844,16802.89258,18319.9375,15812.75293,20984.57813,16211.40918,17681.90625,15877.86426,15457.74805,15957.14844,16941.51758
Q13043,STK4,11901.20703,9563.617188,9830.263672,10970.75,9816.320313,8283.370117,9359.75,10934.86133,5003.362793,10132.03125,10553.70117,12373.54297,8166.128418,6983.612793,8665.060547,6808.366211,9550.103516,8861.447266,4371.747559,5323.882324,5618.152344,3978.433594,5381.76416,5025.40332,7844.350586,6414.036621,6081.863281,6856.352051,5402.516602,10109.33203,11514.64648,12481.59375,9892.500977,8935.952148,9552.5625,8937.894531,7549.033691,7886.879883,6737.730469,8995.588867,8511.988281,10072.41602
Q13045,FLII,84461.89844,77364.65625,75226.07813,90242.64844,74823.42188,77815.10156,103039.5313,103537.3047,104261.2734,99684.57031,108726.375,99529.76563,52496.67188,51622.93359,60051.28516,54038.87891,67002.80469,59865.07031,48666.02734,48179.58594,51169.71094,46538.03906,44420.39063,48439.73438,56189.13281,58503.91016,57886.19531,61704.22266,58442.56641,57804.76563,74732.82813,71606.10938,69407.64063,67811.07031,70377.41406,75446.64844,87063.375,90531.65625,87815.91406,86007.40625,95348.92969,90834.10156
Q13049,TRIM32,34603.32031,29537.57227,29530.19141,31467.38086,29315.74609,27992.0918,48717.76563,50113.10547,41641.64844,48026.5,41960.63281,46475.33594,16014.78906,17597.49219,19683.3125,19988.78711,21619.80664,19893.10547,19035.05078,22539.04297,21740.48047,19678.44727,20848.21094,16122.56152,28346.4375,27835.72852,28133.87891,28521.97266,30635.76563,31098.79102,38070.07422,36862.83203,36191.75391,36911.82422,35600.21875,34395.39453,41634.46875,41599.60156,42022.80078,38174.49219,39346.44141,44207.32422
Q13057,COASY,71288.29688,76819.48438,74959.29688,74939.46094,75533.28125,76288.10938,34385.53906,30170.91406,17914.94922,32720.68945,28866.95117,36229.89453,75936.33594,74155.52344,91248.79688,87068.21875,97617.88281,90744.67969,38193.47266,49158.92188,63944.85156,52808.33594,55529.26953,38015.89063,45149.33203,42894.4375,41524.48828,43911.67969,23111.93359,49802.23828,37057.90234,39645.51563,34661.23438,40293.89453,41281.42969,38345.63281,39860.23828,37437.13672,36929.83984,35122.51953,36489.65234,36058.69141
Q13085,ACACA,261838.6719,265835,288452.5625,274081.2188,261852.4375,270852.375,101335.5703,93420.03125,117521.4844,108561.8906,105623.4844,103095.9922,112688.6797,113299.6094,115901.2891,109507.4688,107732.6328,139826.5469,111113.9453,93222.42969,116196.0547,101642.7344,98184.92969,99842.32813,112307.7344,118544.7266,97613.91406,111378.1641,118631.9453,107451.8828,92867.50781,92721.74219,106422.8672,104260.6641,105376.7188,98653.79688,114101.6641,109798.4688,122237.7578,118472.5078,122174.9219,125342.0781
Q13099,IFT88,5456.637695,1684.388916,1022.253174,2570.422363,545.6010132,4244.958496,3776.1875,4155.617188,6031.518066,2645.761475,1855.80249,2399.740967,1174.428223,2637.977051,3396.177734,2371.579834,3867.334717,1745.136719,2210.414063,1177.994873,294.153595,1538.181885,NaN,1382.366211,NaN,1831.949463,1267.286255,1713.865845,2091.358887,1062.503418,1957.084717,2239.850098,2664.739258,1521.748779,692.8157349,2282.971924,6205.190918,2222.473877,1301.644653,1933.753174,NaN,NaN
Q13107,USP4,16178.85742,12598.75781,14635.76758,20650.00781,15092.51074,14697.46777,9183.041016,7476.71875,4934.421387,7072.964844,7634.73291,8839.93457,11199.59766,10568.61816,11607.68164,13093.83105,13264.16406,15187.07422,5792.192871,6546.209473,9402.667969,8355.09668,7945.285156,5584.079102,7620.699219,7110.208984,6188.152832,8669.738281,8245.098633,8529.554688,7743.394531,7126.553711,7368.693848,7277.652832,8180.601563,7974.152832,7066.404785,7242.616699,10126.45801,7014.435547,8578.113281,9054.951172
Q13111,CHAF1A,793696.1875,318602.0313,706183.875,803041.75,638807.3125,650587.9375,96718.67188,61460.55078,NaN,120127.3281,66402.94531,78693.75781,318267.4375,378818.2813,195304.3438,314844.2813,314167.3438,226382.5469,73584.38281,63195.51172,83864.34375,86820.64844,76664.78125,92876.57031,78088.01563,72797.9375,33172.69531,70893.86719,74095.64063,71654.51563,70824.53125,21522.39258,51940.87891,71230.39844,70994.59375,67623.03906,102397.6172,34225.85938,85814.125,87013.03125,123943.8359,89747.75
Q13112,CHAF1B,19438.49219,2902.556641,2553.945557,4264.140625,3833.245361,3497.395752,0.803156793,1940.464233,251.2174835,171.41362,250.6236725,NaN,7498.672363,5371.541016,5320.747559,4281.123047,6731.721191,5056.788086,352.4185486,209.7455139,571.5247803,2004.850098,419.6528015,1434.45752,2155.757568,2276.360596,688.8704224,2521.844971,NaN,762.5702515,1821.752808,NaN,1943.478027,267.5879822,NaN,393.4315796,3202.305908,2484.759277,NaN,293.2588806,934.6790161,NaN
Q13114,TRAF3,1665.974854,10553.95508,15090.00293,2787.312256,1502.791382,14454.24902,8467.588867,9690.350586,9498.210938,10056.83887,9603.399414,12012.37598,3243.281494,2855.286621,2377.958252,2762.094482,2503.36499,6649.342773,7603.236816,2081.344482,2781.98291,2828.335449,4651.239258,3081.710205,5519.28418,6052.029297,5354.736328,5792.858398,4359.315918,5941.960938,8609.964844,8542.334961,6224.51416,7555.203613,5942.552246,6481.416992,7233.665527,5556.996582,6657.116211,5773.500488,7813.473145,7508.208496
Q13123,IK,23715.5957,25341.95898,24993.82422,21204.63477,20269.51172,22243.57617,7144.043945,4580.637695,4806.148438,4521.981445,1006.469177,5007.623535,20272.50781,22219.83594,12270.98535,20712.7832,21095.80664,11993.64258,9230.299805,9965.763672,8577.533203,15037.25488,14781.0957,11553.55859,9515.623047,7433.052246,7200.389648,8887.100586,8281.512695,7734.09375,5937.833984,5290.57666,5858.943848,6256.949707,5468.09668,3128.75708,4110.491211,4907.263184,3489.82373,4816.916504,3506.537109,8397.731445
Q13127,REST,47.48303986,11.87663746,9.501847267,9.571071625,3.51031971,8.36950779,NaN,NaN,0.015867153,0.011833197,5.240570068,3.63741374,1.837970614,2.621985435,NaN,NaN,0.804121435,2.313556433,NaN,0.012464994,NaN,3.047260284,NaN,NaN,NaN,NaN,0.077471569,NaN,0.05692941,NaN,0.059864525,0.101801105,NaN,8.389585495,NaN,NaN,0.060618233,NaN,NaN,0.080528758,NaN,NaN
Q13129,RLF,9110.663086,6118.039063,6466.755859,8878.75,6961.612305,6692.342285,3806.549072,4043.289795,4696.367676,3243.758301,3820.658936,2360.793457,10821.5957,11635.17383,9947.237305,10448.05469,11410.80371,9054.716797,6707.563965,7085.223633,6939.535645,6927.663086,5985.599121,6857.493652,3775.814209,4081.469971,3195.675293,3965.777588,3440.943359,2992.596924,2990.342285,2900.018066,3675.946533,3030.548828,3434.571777,4124.70166,3015.590088,2764.114502,3397.034424,4070.320557,3319.438965,4268.664063
Q13131,PRKAA1,33707.21875,31931.64648,36230.91016,37227.26563,30887.22461,28149.93359,107134.875,99181.49219,98219.57813,112520.7188,98535.44531,109173.8359,37712.58594,35097.53906,41951.88281,30609.91016,42980.67188,45623.86328,42667.32422,48316.45313,63988.99609,62441.30078,60257.19141,48282.82813,82672.80469,81910.54688,76966.71094,82615.5625,58181.47656,80654.76563,99891.9375,102792.2188,94104.22656,99460.8125,103697.375,97495.39844,101757.7109,98335.25781,110508.3516,97604.63281,100291.4688,102030
Q13136,PPFIA1,37974.70313,27924.0918,29933.24805,35688.6875,31596.09766,32173.10547,32867.48828,26757.16797,33792.02344,29138.02344,34573.67578,27182.39258,26961.80078,29631.81055,27080.2207,26320.31641,33394.94922,24624.42773,22785.4707,22978.20898,22225.26758,23574.62305,25042.80664,25261.62695,29664.66797,30957.06445,28841.38477,31994.99414,34060.73047,29435.98828,33391.41797,28361.5625,30926.23047,30517.34375,32205.76172,27361.13867,28978.20508,27336.81445,24465.17773,22780.43164,29058.95117,30943.58398
Q13148,TARDBP,166382.8125,221529.0156,221357.8281,136091.4688,217297.9375,208571.8906,165429.0156,163354.3906,177790.9844,167838.8125,162474.2188,159514.9375,251197.7656,257668.2813,261622.1094,246066.5781,168942.1563,225902.75,215858.3906,206617.1406,203450.2969,230699.4375,244720.9375,249413.0313,201604.8906,197606.9688,188772.9844,184773.5,144577.75,195311.2969,162394.3594,167711.5,190967.8125,170761.9844,175461.9375,132801.5625,163384.5156,159326.6875,164975.2031,154306.2344,147748.1719,152349.6719
Q13151,HNRNPA0,280559.2188,646612.8125,595991.1875,173657.9531,330796.375,531498.8125,589904.125,637117.4375,610340.4375,619200,515955.875,478811.4375,728062.3125,558058.0625,704244.0625,820035.625,386919.3125,781640.5,954276.4375,672026.25,931282,1015105.125,1001437.813,432073.5938,790126.125,723412.6875,505978.25,646561.5,207422.4375,743783.0625,625523.625,650630.25,685539.75,715686.8125,720012.5,567272.25,657203.8125,504190.125,595108.4375,534295.4375,587577.625,526634.6875
Q13153,PAK1,176010,250425.0938,252981.1719,175107.1875,222719.3281,231807.3906,578491.375,548814.0625,572236.75,579158.3125,547306.625,561649.375,120455.9844,132640.2813,102020.3438,125239.9531,131665.2031,106437.2031,139544.0625,156506.5469,108009.4141,162112.9531,173864.6094,155415.3438,221965.5625,231527.8125,241492.3125,236418,166800.6563,228628.1563,310126,324901.8125,296817.5,322487.2813,305409.625,307249.9063,411143.9375,420151.3125,411423.1875,432504.4375,413075.5625,438899.9375
Q13155,AIMP2,131987.2031,95365.19531,111780.7813,112518.0078,109229.9531,96950.85938,75868.41406,65466.10938,72335.64063,77728.64063,77862.28125,75587.71094,62840.39844,59778.74609,75060.24219,58929.42969,68396.42188,88371.60156,72459.36719,51581,73661.60156,58005.36719,61658.85547,43948.02734,62997.09766,63820.14063,58979.40234,62665.16797,56796.33984,62702.625,77736.78125,81136.79688,73283.32813,67925.40625,72709.21094,58999.67969,68351.58594,66091.53906,69503.25781,64084.73438,70783.75781,61613.12891
Q13158,FADD,37387.46875,19130.48047,17830.48633,20808.9375,18087.17383,12885.32227,9540.507813,16357.58789,17053.00977,13995.04883,15476.78027,11525.59766,10597.99805,4494.018555,8879.322266,8808.84375,12323.28223,10511.99707,7663.686523,5610.632324,8430.702148,6707.192383,9092.450195,7884.865723,10773.85352,8821.401367,5114.20752,7207.987793,10396.98145,9046.458984,9291.759766,9444.280273,10679.68457,9600.958008,8957.276367,5451.925293,10400.42285,5914.450684,11505.10547,7302.484375,9291.924805,8685.234375
Q13162,PRDX4,29829.02734,32594.13086,35050.41406,25808.39453,33871.58984,50926.75,39179.39844,45203.21484,33790.03516,24767.54297,28054.79883,22581.43359,30750.20508,37035.19141,27393.87695,20518.96094,23222.9668,28151.4082,37512.15234,35952.84766,23762.24219,28942.4082,35524.97266,39854.00781,28927.75781,29916.71484,43085.10938,27193.77734,30268.63477,31583.48633,28352.38281,26287.36133,24838.09766,21028.64453,21785.24023,21396.25977,21727.58984,31950.61328,24751.26953,23295.17773,24767.06445,21242.91992
Q13164,MAPK7,6980.459473,7150.000488,7850.261719,7457.508301,7789.275391,7000.418945,10255.45215,10359.3418,13616.83594,11289.98242,12078.13965,9859.021484,11484.83887,10966.11133,10119.0752,9106.424805,9768.90332,7990.147949,13618.63672,10761.22559,10276,12318.4209,12083,10605.01074,12554.16992,13479.44043,12690.82227,12391.7373,14111.00879,12195.69141,10643.03613,10600.12988,10338.07715,11586.31543,10388.48828,13066.10645,9907.629883,9449.025391,10603.95313,9055.157227,8072.868164,9526.393555
Q13177,PAK2,24333.96094,26686.23828,25123.67969,28801.30859,25297.65234,22531.99805,105080.4141,101468.1328,119652.1797,122275.7031,107054.7188,117271.125,43815.375,46206.67969,33912.57031,42435.87891,53508.62109,27674.66211,58567.19922,71307.6875,64713.66406,85371.07031,88656.90625,73106.13281,116736.0859,109732.2188,103927.0781,112418.8203,106151.1484,120869.0547,125638.9688,129943.0781,124784.3594,134569.1094,137122.8906,121769.9453,110988.3438,102384,97885.24219,100300.5156,97908.39063,90866.00781
Q13185,CBX3,181616.6875,193978.2656,180117.5,156749.2969,180913.7344,182081.7031,71384.50781,63850.86328,59515.125,61180.64453,62995.24219,72317.59375,180486.875,192724.9219,141279.8281,193963.5469,185526.5313,132466.8438,127637.3281,122325.5313,101121.8984,135622.375,137080,113899.0859,97122.11719,84740.60938,107691.0313,92572.96875,58812.39844,92332.64844,76160.3125,73302.74219,65290.23828,90518.95313,81618.84375,66602.08594,57818.30859,76620.76563,60603.69141,70004.29688,71015.51563,73004.97656
Q13188,STK3,71421.28906,68505.625,66216.02344,67356.07813,68710.01563,67608.46094,56403.99609,50065.91406,43921.64453,55882.50391,53738.39844,53504.57813,86343.07813,90340.80469,95064.50781,79767.10938,81367.70313,89232.13281,35665.71484,38593.53516,55309.17578,44495.05859,47851.76953,42001.27734,51426.55469,53690.02344,50979.54688,54027.58594,58502.62891,54903.98047,58103.3125,54988.12109,57302.44922,54011.09375,58756.86719,55007.66016,57950.28906,57697.77344,50813.55859,55746.49219,57633.90234,48268.21484
Q13200,PSMD2,316388.25,340475.7188,324787.75,302176.875,326920.625,321753,307475.6563,310047.0625,302152.9063,323128.6875,300451.875,300649.125,261426.6719,257756.9219,287313.4688,266318.5938,247320.9063,303356.8125,252660.7031,263316.875,292963.4688,257612.0156,253219.8438,259318.0938,283015.5,310047.7813,287516.7188,291895.625,270552.625,296153.125,316939.7188,314237.375,313446.0938,298211.2188,311378.3125,313641.375,293121.625,301084.125,314469.1875,319057.75,300112.4063,318030.6875
Q13217,DNAJC3,17349.08203,17189.05078,22029.62305,17025.07227,15781.33496,14881.99023,3573.727295,3972.119385,4676.772949,937.4661865,5858.686035,3289.83252,9834.333008,11365.40137,10008.93652,10291.64941,8134.912109,9212.313477,8002.798828,5236.973145,5438.347168,6263.249023,5599.39209,7564.888184,4611.790039,3898.597168,3481.383789,4439.551758,4803.01123,4505.494141,5048.759766,3995.522217,3299.148438,4687.632324,4114.724609,64.23885345,3999.592041,2318.694336,3592.015137,3264.338867,3546.040039,4285.631836
Q13228,SELENBP1,15347.22168,21971.04883,18667.07227,15835.30859,19723.29883,17945.625,54395.45703,57909.9375,28781.43555,54864.39453,30867.30273,46483.35156,11958.73828,14869.88965,11545.79883,11207.75,11453.6875,16394.84375,9601.842773,12172.4541,15213.93945,17081.86328,13593.2168,13285.04004,14940.74805,15911.31152,15821.34082,17238.02148,13355.17871,14831.69531,21039.61523,18702.20898,19924.29492,28288.04492,22290.01367,18518.24219,40180.00781,35812.44531,38020.09766,43613.82813,30398.05664,41332.45313
Q13232,NME3,65534.77344,55077.63672,58306.12109,62992.10547,74150.53906,61187,142213.875,133514.8281,151529.9844,144773.5625,146700.5156,149506.25,30523.01172,25368.0625,23497.02734,39125.98438,38889.12109,39917.16016,117755.7422,108606.625,109945.4219,106229.8594,101034.9141,99505.24219,94739.74219,93924.08594,96410.16406,102113.7578,115921.9063,99460.625,119889.4844,118879.7109,115741.9844,120113.7344,120945.5313,120217.8359,129456.9922,124297.0391,125020.8359,98314.50781,123514.4609,123366.5859
Q13233,MAP3K1,5010.15625,2901.202393,2831.701172,4207.210938,2955.537598,2659.791748,1333.270508,1191.207886,1960.432617,1068.5979,809.6670532,1656.137817,4048.816895,3127.635254,2763.791016,2331.748047,3483.539795,3908.136475,664.4248657,1184.268433,1802.000122,1545.716187,1435.994141,1650.950806,1585.351929,1796.781616,772.0823975,1851.54126,1009.660889,1679.382568,1230.735596,991.3311768,1545.326294,801.4572754,982.8022461,698.0994873,677.3475342,458.4608459,1128.901489,515.0775146,1698.818726,789.2210693
Q13237,PRKG2,NaN,NaN,NaN,NaN,75.2374649,NaN,2714.664795,1540.018066,3357.894775,NaN,1405.318848,606.1346436,NaN,NaN,NaN,NaN,NaN,NaN,1745.308472,1380.675415,491.9265442,3709.347656,777.1335449,5727.149414,1390.987915,1500.618042,2520.599121,2100.981689,NaN,1108.496704,1369.92749,494.6635742,1702.945923,846.5916748,3655.244141,5754.27832,2924.287109,4263.080078,1773.644897,3762.860596,2293.959229,3098.760498
Q13242,SRSF9,114162.875,131376.1094,120355.7109,111553.3125,126441.3828,133350.2188,78415.96094,85173.88281,60680.01563,88461.22656,81719,81127.64844,137878.25,153359.4531,94531.60938,143135.5,142548.8125,92580.32031,104325.6484,93049.30469,84445.38281,117152.625,119348.5703,98969.26563,91822.14063,69307.60938,87667.82813,81128.90625,100609.5781,91588.19531,86877.92188,88066.48438,98744.89063,107983.2188,99816.0625,95693.21094,77293.86719,79576.16406,71149.07031,78578.35938,75299.48438,81422.97656
Q13243,SRSF5,37151.71094,95319.625,76298.28906,30320.07031,47474.45313,75575.09375,39671.32422,45226.04688,108843.5938,59788.30469,46367.75781,52669.91797,150909.5469,159783.9531,92159.125,68389.86719,44246.76563,43920.46094,133793.1719,70078.57813,38795.87891,44390.32031,49371.16016,140422.9063,29934.14063,32404.34961,64372.42578,32331.75,32923.71094,28394.31445,24758.36914,19555.14453,24168.82422,23835.08594,22721.60156,43700.10547,23647.81836,34146.42188,21869.82227,26142.53125,26635.61523,25568.9375
Q13247,SRSF6,27085.44141,76786.35156,17830.70703,38110.29688,30830.14063,61170.84375,46589.17969,45731.14844,93693.75,49239.64844,30633.93359,42501.1875,54504.37891,41258.33594,43419.32422,39720.1875,19049.28711,22855.35352,58899.5,29014.68359,28582.44727,44136.64063,51704.82031,81903.36719,20422.95703,21774.31836,37384.51172,22635.875,17009.7207,24332.31055,11093.18652,17086.66211,17753.72852,19676.29883,16032.58008,24545.12109,15771.90527,16139.14355,11828.51074,20401.60156,13742.14355,14288.51367
Q13257,MAD2L1,121552.2656,157129.9688,155244.9375,130976.3984,140776.875,148919.0156,6603.078125,10644.74414,5572.513184,6090.269531,6695.990723,3815.928955,130855.8281,147338.5313,154806.8594,123336.1719,101245.2031,153693.6406,30372.77148,27060.23047,29561.3418,24802.95117,23334.28906,28239.2832,7933.219238,9184.775391,12405.9043,7562.712891,7237.904297,5272.300781,8702.634766,5213.977539,6143.356445,3189.69458,6548.848633,6868.072266,9320.37793,9188.460938,6795.616211,8089.464355,3366.21875,7900.735352
Q13263,TRIM28,1306745.75,1460064.375,1355518.25,1295795.75,1362082.25,1384482.375,514980.6563,512971,554536.1875,545750.1875,550614.75,534757.25,944497.75,1034865.875,833925.875,924569.5625,767156.375,1013882.438,891916.5,753093.375,770978.75,824660.625,812101.375,832803.375,679002.6875,666453.3125,703851.3125,666611.9375,670069.25,679336.25,586718.625,604152.8125,608176.125,609286.9375,587712.1875,564686.25,545528.125,556379.375,523295.5313,505239.875,539830.1875,562398.8125
Q13283,G3BP1,634264.5625,675897.1875,664074.625,589682.0625,619730.5625,603564.6875,84198.78125,93087.75781,83056.5625,85069.07813,78305.1875,90408.07031,290706.8438,277270.5313,272554,299995.875,319946.4375,267323.9063,145893.6406,162041.0156,173639.4844,171341.3594,165685.625,145682.7969,146373.1563,139086.3125,135975.5781,146701.7031,63384.375,148566.5156,105182.5703,112461.6563,106868.1875,102919.4609,109010.9609,92450.57813,82968.29688,82085.38281,79625.05469,87003.85156,92256.74219,88131.57813
Q13287,NMI,1748.839355,521.7805786,815.5756226,271.0031433,1461.393433,939.5246582,1.986515403,NaN,NaN,NaN,NaN,NaN,368.617157,NaN,NaN,701.9915771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q13308,PTK7,92668.60938,95989.67188,95860.82813,94664.04688,89107.09375,93239.35156,31048.89258,32529.73047,25219.70703,34345.01172,28273.79688,35298.77734,108287.3125,112489.3984,113772.5469,113211.25,115482.7969,102140.8047,41584.25781,47491.33203,43989,47352.34766,45104.50391,44203.49609,33137.15234,32321.75586,28490.22266,32540.22461,29256.95313,32726.51172,35055.0625,34321.55859,34558.46875,35653.12109,33546.04688,34666.56641,40176.92188,35507.09375,38720.07031,36817.39063,39815.09766,37121.85938
