PG.ProteinGroups,PG.Genes,[1] Day0_1.raw.PG.Quantity,[2] Day0_2.raw.PG.Quantity,[3] Day0_3.raw.PG.Quantity,[4] Day0_4.raw.PG.Quantity,[5] Day0_5.raw.PG.Quantity,[6] Day0_6.raw.PG.Quantity,[7] Day28_1.raw.PG.Quantity,[8] Day28_2.raw.PG.Quantity,[9] Day28_3.raw.PG.Quantity,[10] Day28_4.raw.PG.Quantity,[11] Day28_5.raw.PG.Quantity,[12] Day28_6.raw.PG.Quantity,[13] Day03_1.raw.PG.Quantity,[14] Day03_2.raw.PG.Quantity,[15] Day03_3.raw.PG.Quantity,[16] Day03_4.raw.PG.Quantity,[17] Day03_5.raw.PG.Quantity,[18] Day03_6.raw.PG.Quantity,[19] Day07_1.raw.PG.Quantity,[20] Day07_2.raw.PG.Quantity,[21] Day07_3.raw.PG.Quantity,[22] Day07_4.raw.PG.Quantity,[23] Day07_5.raw.PG.Quantity,[24] Day07_6.raw.PG.Quantity,[25] Day10_1.raw.PG.Quantity,[26] Day10_2.raw.PG.Quantity,[27] Day10_3.raw.PG.Quantity,[28] Day10_4.raw.PG.Quantity,[29] Day10_5.raw.PG.Quantity,[30] Day10_6.raw.PG.Quantity,[31] Day14_1.raw.PG.Quantity,[32] Day14_2.raw.PG.Quantity,[33] Day14_3.raw.PG.Quantity,[34] Day14_4.raw.PG.Quantity,[35] Day14_5.raw.PG.Quantity,[36] Day14_6.raw.PG.Quantity,[37] Day21_1.raw.PG.Quantity,[38] Day21_2.raw.PG.Quantity,[39] Day21_3.raw.PG.Quantity,[40] Day21_4.raw.PG.Quantity,[41] Day21_5.raw.PG.Quantity,[42] Day21_6.raw.PG.Quantity
Q13315,ATM,16909.25,12910.65039,14095.16406,18667.625,13978.30371,14575.07324,6494.691406,7276.11084,9422.707031,6807.861816,5953.170898,7538.256836,45884.08203,44698.73828,54674.86719,50287.45313,49963.26172,61322.25,25162.85156,20794.36523,29641.80859,24956.82617,22304.18359,23450.50977,14340.18359,13502.09375,11820.58008,14188.33691,12751.73633,12808.12012,9143.90918,7546.73291,8973.620117,9556.436523,9617.922852,8075.576172,9871.279297,8594.448242,8942.501953,8314.748047,8716.795898,8661.435547
Q13322,GRB10,25853.15625,34474.21094,36869.64844,27666.32617,35433.27734,33539.76953,13310.70898,14088.08984,11992.31152,11485.38086,11586.46875,13445.49512,13888.89648,14670.19727,15367.05762,14183.32031,13569.6709,14343.24121,5450.963379,5182.089844,8778.079102,10549.8125,9199.014648,5636.416504,10985.60254,8543.239258,9938.389648,8474.844727,7355.45459,10155.57422,11010.74023,10511.25977,11469.78125,12807.92188,11412.04785,12945.20508,10629.48633,11628.07129,9028.538086,8461.387695,8437.709961,11078.0332
Q13325,IFIT5,8776.663086,5030.05127,5995.547363,8343.360352,9331.550781,6155.796875,29931.49414,21978.58203,16164.48633,24980.76172,15358.08691,20063.10547,15092.88867,15885.64453,14986.45605,19334.00391,15724.73438,12779.58301,12688.06348,7260.351074,12219.5459,12028.26758,9493.644531,11675.77246,13194.09082,14203.17969,10779.12305,12656.88477,6994.668457,15216.8877,13304.74707,13554.49707,12779.50098,10833.33496,13127.47559,7579.483398,21086.33398,18894.26172,19861.78711,10897.18652,23088.82031,20193.66406
Q13332,PTPRS,8364.450195,6244.605469,8013.305176,8004.90332,6567.525879,6855.787109,59316.41797,66672.28125,62364.12891,62667.875,62520.07813,65477.19141,14153.48438,15867.50391,15354.22656,12502.32129,14782.00586,16069.03809,19957.64453,17364.88672,18214.03516,17013.42773,19124.88477,18941.60352,28861.80273,27302.33594,28384.20703,32321.25391,29530.4043,29829.50391,37932.50391,39731.17188,37167.14063,35960.41797,36126.62891,33718.31641,49348.50391,57693.9375,53080.20313,54792.06641,54827.30859,57869.49219
Q13347,EIF3I,77342.86719,126042.1875,121088.4531,82492.96094,104236.5078,101734.0469,48027.375,47234.37891,55213.82031,50312.75391,57062.57813,51306.15234,97838.4375,95941.79688,103789.5078,90732.71094,74806.57031,93756.65625,70091.16406,51516.80078,62903.98047,63121.75,50292.26563,67140.92188,56453.08984,60307.84766,67515.82031,59853.19141,43404.03125,58169.11719,46050.03516,43277.35156,46891.26563,46629.64844,47223.6875,54451.37891,46381.07422,45150.25,46347.86328,53778.65234,38109.48047,49018.47266
Q13352,ITGB3BP,4627.498535,1204.0271,1700.463257,3756.204346,3032.119629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3407.017822,3128.210693,2579.684326,2376.115967,3598.998291,NaN,NaN,NaN,1747.885376,NaN,NaN,NaN,855.057251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q13356,PPIL2,53650.91406,42132.49219,41550.71875,46059.625,41358.40625,43977.65234,16375.44141,15887.00293,21737.92969,18944.37109,17102.28125,14996.49512,43102.82813,38496.66016,35834.17969,38307.74609,39809.04688,29876.64648,23586.39453,26686.76563,24615.05859,26339.78711,26421.33203,23726.88672,25047.27734,26626.42969,20032.7168,25396.54883,23469.14844,22682.29297,19111.98438,19903.10352,18166.75391,20379.91406,16904.42188,14028.31836,16365.33984,16037.56836,17039.24805,14389.02344,20662.35547,15928.48926
Q13370,PDE3B,28772.35352,30360.61914,27570.1543,36251.03516,31888.03516,22134.44727,9530.314453,24890.69336,11814.94141,8971.744141,13393.35547,7577.72168,21823.29492,19970.98633,14331.9834,19614.17188,14285.37988,13512.24902,15019.42578,10605.04395,14729.65918,20439.69531,13155.35449,16861.92383,10023.62012,7109.237793,4440.381348,14907.72461,8757.492188,10059.76953,10124.52148,8005.57373,7771.416016,10239.40039,2337.158936,2541.166016,21872.54688,6677.341309,6938.493164,6314.740234,10362.29199,8494.503906
Q13387,MAPK8IP2,4099.421387,NaN,NaN,3930.194824,1589.909668,1700.382324,12759.78809,16800.36523,17236.68945,9245.683594,13771.44434,14540.00488,10211.49707,11071.78516,11210.15527,8098.43457,9785.318359,6262.131836,12287.07031,11146.86133,6545.092285,7584.560547,12012.74121,10309.0752,8087.870605,9200.25293,10989.65918,9666.053711,9199.341797,10432.90234,10064.73145,5801.555176,10857.23047,8005.824219,1106.548462,6863.583496,7239.586426,12398.30762,10422.2168,9507.133789,12509.3252,11944.15625
Q13395,TARBP1,5931.662109,2680.752197,4056.163086,5551.894531,4574.786133,2224.850098,137529.5313,7248.215332,NaN,NaN,20854.56836,20306.31641,1183.911987,1340.485718,1321.167114,4533.936523,4991.952637,1554.653809,NaN,2202.670166,NaN,NaN,5213.49707,1627.169189,1050.376465,NaN,NaN,NaN,13197.96094,NaN,3669.884766,2981.134033,3963.168213,NaN,NaN,NaN,NaN,NaN,NaN,5272.305664,NaN,NaN
Q13409,DYNC1I2,102388.0469,92004.82031,92916.00781,97592.55469,80586.73438,74504.32813,260800.2188,240073.0781,521642.8438,301896.5625,315165.4063,271568.5938,144772.1563,137929.0781,94433.67188,100882.0156,119875.0938,85591.64844,263153.6563,245556.7344,233326.4531,237253.2813,269197.2188,329331.4688,306191.3125,309952.5938,385079.3438,265981.0625,304244.7188,275893.6563,295700.25,286614.4063,286529.5938,260841.2813,296654.3438,292150.75,236671.375,257060.7031,254675.1406,248854.5469,237895.4844,233384.75
Q13415,ORC1,47420.33203,37932.92578,41436.75,47645.64844,40082.80078,43516.76563,13839.71582,20138.60742,1196.118408,15476.74414,11505.96777,22733.67578,34222.80078,29561.83984,26918.42578,20037.42578,23944.125,22833.4082,13320.32129,9066.980469,7520.314453,7773.533203,11261.68555,14397.14355,15688.42188,10460.49512,13981.62598,5799.618164,18009.05273,5284.814453,4303.163086,381.3019714,4479.711426,12188.11719,13547.05664,5445.342285,4312.030762,12518.29004,6329.733398,6259.207031,7984.200195,3101.286133
Q13416,ORC2,48209.125,38725.66406,37625.94922,46231.22266,42057.85938,41876.01953,5976.858887,6012.212891,5242.709961,5121.82373,6253.019043,6216.467773,26251.25781,25045.9082,25665.11328,26857.7793,28340.72266,30421.50781,11167.71582,11751.83105,12097.08301,12064.00977,12099.70508,10330.76367,10702.33789,9944.795898,10043.61426,9704.030273,10959.74512,8881.47168,7207.937988,7051.583984,6504.407715,7935.328613,7506.35791,8386.626953,6341.291992,6179.15332,5261.480957,5024.137207,4869.899902,7732.193848
Q13423,NNT,21395.13672,17413.30859,17398.1875,18799.5625,17010.25,16540.68555,247452.0469,242167.8438,279376.3125,235041.6406,258289.0313,240150.7656,64304.25391,68918.97656,69742.61719,67015.26563,68546.46875,73705.8125,162939.9688,137456.1406,139548.6563,141338,129291.375,155492.7656,140017.2813,143229.6719,136162.8594,139115.1406,135944.1094,135028.6563,168362.1719,166572,173655.9375,171541.0156,177497.0156,187819.3594,219547.9531,208242.3281,219767.8906,216397.4844,209128.5156,211716.3594
Q13424,SNTA1,2563.258789,2458.475098,4258.93457,1021.227112,4126.735352,2922.746338,830.965332,3489.594727,NaN,442.269165,691.5957031,1763.003296,5488.257813,5081.740234,5988.580566,505.6244202,751.609314,2685.33667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q13425,SNTB2,14582.66602,10705.17773,11512.97168,15349.82715,13420.25586,13916.01465,5753.356934,3395.177734,6918.282715,4288.94043,5168.338379,7474.244141,15428.60938,16730.89648,17734.83203,15328.875,16573.42969,17289.88867,7850.146973,6634.822754,8028.352051,8420.347656,7798.138672,9091.977539,5942.20459,6555.444336,5278.797852,6633.03125,7010.098633,6556.543457,7646.126953,6861.135742,6226.158691,5833.428711,6917.869141,6116.540039,5897.959473,4593.091309,7180.574707,4229.946289,5353.507813,4532.694336
Q13426,XRCC4,28593.56055,23656.4375,25237.84961,27201.50391,28175.43359,23015.10547,7884.724121,5664.51709,6519.337891,9165.358398,5702.760254,4981.491211,21838.04688,22071,20141.75,25057.22852,28686.20117,21389.50195,8830.349609,17549.35742,17524.74609,17161.58789,18033.4043,10775.09766,13524.89551,9282.316406,7715.016113,5801.300293,11110.69922,11549.80859,5967.632324,4824.899902,10714.84863,4255.060059,5122.897949,6745.073242,8148.506836,8260.751953,7929.98584,7605.674316,9533.299805,7455.973633
Q13427,PPIG,31250.81055,30221.9043,33918.25391,29273.66016,32897.64063,32598.42188,14846.53809,16838.89453,26182.91992,14330.57129,11525.0625,15469.80078,32485.58398,34772.48047,23346.01172,37294.99609,30108.83398,18901.72656,16733.4668,15605.375,15262.00977,22645.59766,25100.63086,28300.75,18943.50781,16718.66406,15969.97949,18846.1875,17889.07227,16995.14258,13550.53613,13783.59668,14220.96484,14932.24609,14373.11621,16122.34863,14131.71973,12494.74219,14907.62109,15221.61133,17921.22461,16545.61523
Q13432,UNC119,61214.42188,54020.19141,57122.46484,59390.94531,58170.39844,53772.45313,42675.49219,47234.53125,36505.05469,38925.60938,32602.16602,42318.23438,45845.90625,45065.0625,41888.40234,45924.87109,49600.02734,33700.20313,27033.10547,36372.57813,28542.04883,30896.17383,33873.61328,28134.94531,32837.09766,32071.77539,29533.26367,30512.16406,38318.17188,34365.34766,37260.82422,34887.47266,36202.76563,34577.89063,29474.80078,35760.39453,38954.26953,34009.5,37156.09375,35043.28125,37693.34766,37132.38672
Q13433,SLC39A6,3321.047363,2827.555664,2144.053223,2194.879639,2757.422363,2509.081787,14428.75391,13935.41113,7945.226563,15354.84375,19172.20898,16865.4375,5766.063477,7917.298828,5082.347656,4148.366699,5953.669434,1701.924072,23448.77344,10050.47363,11592.38184,16105.34473,13421.10156,14175.84082,11545.37793,8313.889648,15276.03516,10144.11133,13997.02539,12682.73828,11231.05957,11642.32324,15307.15723,12615.5625,11702.69238,12037.09473,14250.57031,14568.64453,11998.40332,13680.56836,15039.44336,13289.29395
Q13435,SF3B2,96035.44531,105846.6016,100845.0547,101704.6953,96412.26563,106088.4609,45017.73828,49057.03516,65662.39844,46283.85156,45005.71875,42406.5625,100210.3828,107652.9844,65486.70313,106215.8438,98955.71094,72512.17188,74630.39063,77023.4375,60853.37109,90432.02344,85702.89844,74234.72656,59229.72656,56604.57031,58546.75391,62911.04688,55710.87109,61078.20313,45777.84375,47650.01172,44249.11719,51125.19141,46249.41797,48352.14063,40382.51953,39677.96875,33165.91797,38379.18359,41900.5,41896.09375
Q13439,GOLGA4,5373.120605,3088.680664,4802.153809,5053.337402,4077.339844,3884.646484,3301.725342,3434.418457,3645.396484,2047.429321,4022.407959,3291.416504,4694.227051,5169.154297,2877.827148,3611.435547,5551.875488,2466.068359,2921.346924,2945.460938,3273.665527,4290.712402,3853.031006,3181.770996,3741.991211,3794.868408,4237.88916,4280.697266,3573.568604,3604.13623,4001.140137,4077.412842,4007.038574,2911.152588,3293.542969,3209.528564,3826.687256,3443.972656,3344.457764,3196.559082,4219.743164,3733.497314
Q13442,PDAP1,77700.1875,94482.01563,90787.60938,82688.625,96163.40625,102807.6172,79431.625,75903.20313,109397.2656,81339.51563,74177.46875,78278.3125,63983.08594,71517.01563,34441.42188,76890.32813,72419.64844,38487.83594,40291.44922,43878.1875,31888.50781,53270.64063,52867.00781,36655.25,62244.95313,55414.82813,63024.125,64055.01953,75530.75,70463.32031,72006.02344,68253.10156,70983.6875,80309.60938,69409.19531,66587.75,57317.35156,59539.04688,48515.35938,50309.92969,58235.18359,58382.02734
Q13444,ADAM15,2157.652588,952.6818848,1820.334351,1560.689453,3038.482178,655.1730347,NaN,NaN,NaN,NaN,NaN,NaN,986.9173584,NaN,805.3607178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q13445,TMED1,23623.25391,18722.02344,16934.73047,22205.17969,20184.0293,13284.87988,7814.661133,9835.004883,2209.364502,6975.516113,7817.12207,5380.845215,12605.62988,8978.185547,14879.75,8159.722168,14643.52734,13686.49121,6632.18457,9036.496094,11809.72559,7399.896973,7848.539063,7261.500488,8041.868164,7654.054199,5677.810059,8902.267578,9734.395508,8011.873047,9262.376953,11022.80273,9270.189453,9305.592773,7841.981445,7537.393066,9558.723633,5544.462891,8729.501953,5112.665527,8178.359863,8033.663574
Q13451,FKBP5,34183.68359,38901.89453,36933.64453,29262.00586,38610.33984,36843.36328,10441.1123,8138.559082,11074.70703,8789.612305,11827.95313,10656.1709,31275.94141,33916.34375,26320.79688,32227.57617,26403.18555,24626.47266,12133.7959,9818.28418,11236.02148,13097.83496,12969.70898,12839.46289,10508.65625,11515.06934,11827.77441,10817.13379,7762.209473,8190.207031,11142.42383,9631.088867,9907.040039,10314.1582,10500.07324,9189.59082,11455.52148,11909.64063,9533.433594,11370.29492,11368.17871,10336.27246
Q13464,ROCK1,17592.68359,16001.03223,15833.96582,15983.65723,14799.30371,14705.92676,2407.922852,19235.91016,2206.328369,3532.874512,3250.321045,3481.293701,14497.63574,13525.72266,12102.01074,12785.62402,16050.01074,13278.4375,11759.2168,11720.11035,10550.20215,12941.29492,13025.20801,13957.27734,11281.37695,12335.25684,11195.08496,11258.62891,11878.53027,11224.4375,7467.546875,6385.239258,7927.671875,6870.951172,7363.647949,7919.711426,4259.201172,4168.703125,3609.744629,4008.347412,4001.547852,5816.276855
Q13467,FZD5,5302.16748,2754.488037,3340.62207,4131.730957,3809.625,4174.001465,3450.379395,NaN,NaN,20439.12109,NaN,5236.733887,NaN,NaN,NaN,NaN,2276.987793,1278.570801,NaN,NaN,NaN,NaN,NaN,7689.905273,NaN,NaN,NaN,NaN,NaN,NaN,6083.587402,3414.86377,5296.516602,NaN,9629.791016,NaN,NaN,NaN,5028.760254,NaN,6768.324707,NaN
Q13470,TNK1,21707.23242,9554.267578,6847.949707,11386.06152,10525.69434,8912.320313,NaN,24468.7168,39194.77344,19212.13086,10128.8584,NaN,NaN,NaN,1764.644043,NaN,NaN,NaN,1405.935669,NaN,NaN,NaN,824.7145386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2640.246338,NaN,NaN,NaN,NaN,NaN
Q13472,TOP3A,16634.10547,15674.7959,15048.8584,18843.48828,15164.46875,13203.55957,20122.95703,4389.519043,19655.78711,2932.044678,1597.49646,1580.770996,15227.64453,13211.43457,15661.23828,14717.43848,14735.38867,16304.20801,2445.586182,2525.410889,3904.865234,4718.67627,6446.293945,2882.41626,2710.68457,2567.88916,4268.45752,3119.587402,3558.579346,3176.938721,2928.241455,1423.526855,3004.037109,2099.262451,2663.175781,2529.322266,2033.013306,3097.510254,1191.755737,1137.663086,1659.162842,2020.730713
Q13480,GAB1,5665.972656,5052.641113,5341.625977,5107.860352,3823.238525,4149.03125,1718.654907,3134.138672,2054.095459,3562.707031,3110.081299,3489.147461,7476.785645,6974.670898,5021.571289,8060.82959,8763.054688,4748.901367,5676.96582,7606.587402,6484.294434,7386.979492,9346.926758,5295.732422,5534.911133,6092.03125,4565.375488,7428.897461,5310.64209,5231.45752,4978.289063,3332.300537,4705.616699,4877.331055,4394.314453,1281.656738,2726.428955,4406.275391,3885.855225,4783.185547,5284.739746,3759.775146
Q13492,PICALM,8844.554688,14622.11816,12140.90527,9877.268555,9336.842773,10650.96973,20537.89648,27092.11523,48716.13281,21399.96094,20598.02539,21306.61719,11652.73047,11577.82715,14633.21777,11854.81543,6766.68457,10029.76172,14161.62207,7690.567383,9269.100586,8536.022461,11366.17578,13096.57031,17627.0957,10593.59766,17970.38477,16010.17383,11986.05469,15500.96875,15560.32813,10279.33301,12350.48828,18998.89453,15913.4502,17468.74219,10511.12891,9761.995117,10603.59277,9384.37793,8009.202637,13841.47949
Q13496,MTM1,7281.330566,6776.620117,7325.661621,6897.003906,7227.788574,6899.371582,2370.127441,1705.317261,NaN,1316.035034,1690.641113,1747.338623,3877.426758,3795.894043,3737.056641,3355.059326,3120.538086,5645.02832,1694.0802,1037.36438,2302.336182,1847.53894,1809.347778,1451.949829,2524.845215,2950.675049,2287.290527,2012.207642,2891.708008,2014.292969,2530.622314,1719.721069,2134.748535,1916.079224,2859.975586,2104.101563,2293.601807,1285.193237,1731.412842,702.8210449,2524.798828,2353.468262
Q13501,SQSTM1,37601.15625,37926.36328,34242.56641,34566.83594,34605.94531,34025.65234,13629.75781,12418.97852,11915.23828,13370.70898,13695.12207,13551.43066,14509.34863,15634.16699,10418.33984,10665.24902,16647.54492,9915.040039,11863.31738,14007.9541,11050.30469,14595.59277,17023.79102,12316.14453,14361.86914,13227.65723,13865.4707,13038.69238,15576.95605,14437.29004,11204.18066,11561.92285,11821.03223,10979.66992,10854.52051,10834.5498,9881.064453,9987.862305,8623.785156,10621.83887,10600.77148,11047.42871
Q13505,MTX1,54567.30078,31059.62109,35209.41797,40957.5,37607.05859,28781.37305,22742.81445,27133.96289,16755.52344,24284.06836,24528.84766,25189.82617,28117.08984,22879.36523,34667.6875,26502.40234,34433.25,32948.27734,51024.72266,33741.31641,38226.04297,31172.17773,32170.31445,33326.76172,35073.18359,29299.94336,32577.31445,32475.95117,31748.64063,27023.30078,38402.25781,36151.94922,34761.76172,28689.79492,30831.92188,36004.93359,37842.8125,31056.7832,39380.30859,34458.29688,35882.49609,32374.4668
Q13506,NAB1,6794.839844,781.8401489,8395.130859,2622.733154,1787.809692,1670.193359,NaN,NaN,NaN,NaN,NaN,NaN,1929.126465,2484.183838,1084.872681,2451.894287,3171.452393,1190.620117,1107.709229,2080.609619,1061.207153,NaN,NaN,NaN,NaN,NaN,NaN,863.9278564,NaN,NaN,NaN,1008.477356,NaN,NaN,741.5578003,NaN,962.7345581,NaN,NaN,NaN,1865.021606,NaN
Q13509,TUBB3,299060.1875,331276.8125,361664.3125,306915.9375,324936.3125,320297.1563,13589868,13151853,12203540,13532048,11438238,13228090,1695609.5,1898459.125,2031116.5,2299429.25,1895824.875,2461641.25,7411082.5,8320782.5,10925975,10161317,9915499,6740566,12712540,12151472,10865321,13802807,8693713,13953159,13977800,13888293,13543292,14378129,14801691,12217541,13695782,12407868,14340748,12757916,14297410,14936953
Q13523,PRPF4B,55145.86719,58070.98828,68357.82813,63153.03906,54009.22266,53688.90625,43564.30859,43904.46875,43233.00781,33231.80469,23458.85547,31123.90039,65828.35156,63728.67188,65342.57813,73200.85156,56386.28516,64077.49219,55391.96875,54537.97656,61561.82031,71154.25781,71927.11719,50205.48047,46411.58594,51321.19922,38349.80078,45469.60547,47612.97266,46399.65234,37411.97656,35768.26563,33394.71484,36776.25,39755.39063,34705.21484,33907.80469,33307.19922,37604.60547,35030.21094,36289.5625,38991.04688
Q13526,PIN1,72877.39844,88922.85156,82751.27344,62940.17188,79756.54688,74208.83594,191902.3125,182764.2969,129249.7344,213716.5625,173085.2031,245028.7969,120962.1719,116059.4375,99136.73438,83012.77344,115457.375,81252.85938,35448.01953,85476.125,90066.72656,87616.69531,105894.4375,78540.17969,150405.8281,148508.125,136722.2656,152081.6406,181781.5469,140972.9375,179898.2813,186274.2031,162003.2031,193190.1563,166724.7656,175205.3438,183722.1406,187723,168621.6719,175979.9688,173918.6719,165635.1406
Q13530;Q5H936,SERINC3,8071.911621,3489.583252,6530.699707,7878.380371,6420.356445,3623.239502,31425.96875,30532.02539,21002.00195,34929.33984,29128.99219,32395.91211,4679.973633,3169.480469,4722.108398,3018.489258,4816.875977,5287.473633,8924.262695,17259.32031,25868.33398,21050.04102,20977.19727,14489.47656,27306.0957,26477.88672,18849.74219,22057.08594,NaN,23432.53906,30031.5332,32501.85742,34647.77344,30119.29297,28902.68945,30734.00391,34537.55859,32103.08984,38229.74609,37715.35547,36740.66016,34800.5625
Q13535,ATR,33689.27734,5485.79834,28007.8125,36905.57031,29387.89063,28334.21875,7764.915527,14219.24414,NaN,7168.24707,3318.342041,2486.411133,20907.18945,18291.70703,20105.07422,17724.83008,22117.92383,27216.45508,3782.389648,2299.256104,4504.499023,6197.971191,5094.5625,2408.431641,4327.472656,4778.008301,3593.794434,5828.263672,6841.280273,2622.505127,2147.878662,6660.616211,5724.022461,2859.02417,3288.418213,3477.331299,6119.930176,4702.679688,3334.46875,3230.071289,5842.072754,4053.840332
Q13541,EIF4EBP1,18981.84961,4258.40918,2467.492188,6569.513672,5068.001953,3010.303223,NaN,NaN,NaN,NaN,NaN,NaN,1309.824219,NaN,2873.074463,2560.365723,5990.406738,2389.963623,NaN,NaN,NaN,NaN,NaN,NaN,667.2998657,1824.483887,1318.042847,NaN,2058.004639,NaN,3148.057617,NaN,2386.712158,NaN,NaN,643.1856079,NaN,436.9334106,NaN,NaN,NaN,801.1077881
Q13542,EIF4EBP2,613.8293457,14259.13184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
